feature_1,feature_2,feature_3,period,y
2021-11-29,Google,Europe,6,8.43
2021-11-29,Google,Europe,7,9.21
2021-11-29,Google,Europe,8,9.93
2021-11-29,Google,Europe,9,10.52
2021-11-29,Google,Europe,10,11.04
2021-11-29,Google,Europe,11,11.53
2021-11-29,Google,Europe,12,11.99
2021-11-29,Google,Europe,13,12.33
2021-11-29,Google,Europe,14,12.72
2021-11-29,Google,Europe,15,13.26
2021-11-29,Google,Europe,16,13.63
2021-11-29,Google,Europe,17,13.99
2021-11-29,Google,Europe,18,14.32
2021-11-29,Google,Europe,19,14.66
2021-11-29,Google,Europe,20,15
2021-11-29,Google,Europe,21,15.34
2021-11-29,Google,Europe,22,15.68
2021-11-29,Google,Europe,23,15.99
2021-11-29,Google,Europe,24,16.22
2021-11-29,Google,Europe,25,16.4
2021-11-29,Google,Europe,26,16.61
2021-11-29,Google,Europe,27,16.87
2021-11-29,Google,Europe,28,17.07
2021-11-29,Google,Europe,29,17.26
2021-11-29,Google,Europe,30,17.39
2021-11-29,Google,Europe,31,17.63
2021-11-29,Google,Europe,32,17.78
2021-11-29,Google,Europe,33,17.88
2021-11-29,Google,Europe,34,17.96
2021-11-29,Google,Europe,35,18.1
2021-11-29,Google,Europe,36,18.23
2021-11-29,Google,Europe,37,18.33
2021-11-29,Google,Europe,38,18.43
2021-11-29,Google,Europe,39,18.59
2021-11-29,Google,Europe,40,18.74
2021-11-29,Google,Europe,41,18.85
2021-11-29,Google,Europe,42,18.93
2021-11-29,Google,Europe,43,19.03
2021-11-29,Google,Europe,44,19.18
2021-11-29,Google,Europe,45,19.32
2021-11-29,Google,Europe,46,19.42
2021-11-29,Google,Europe,47,19.5
2021-11-29,Google,Europe,48,19.63
2021-11-29,Google,Europe,49,19.76
2021-11-29,Google,Europe,50,19.95
2021-11-29,Google,Europe,51,20.08
2021-11-29,Google,Europe,52,20.18
2021-11-29,Google,Europe,53,20.47
2021-11-29,Google,Europe,54,20.57
2021-11-29,Google,Europe,55,20.63
2021-11-29,Google,Europe,56,20.71
2021-11-29,Google,Europe,57,20.81
2021-11-29,Google,Europe,58,20.89
2021-11-29,Google,Europe,59,20.94
2021-11-29,Google,Europe,60,20.99
2021-11-29,Google,Europe,61,21.04
2021-11-29,Google,Latam,1,1.35
2021-11-29,Google,Latam,2,3.39
2021-11-29,Google,Latam,3,4.81
2021-11-29,Google,Latam,4,6.04
2021-11-29,Google,Latam,5,7.26
2021-11-29,Google,Latam,6,8
2021-11-29,Google,Latam,7,8.68
2021-11-29,Google,Latam,8,9.18
2021-11-29,Google,Latam,9,9.91
2021-11-29,Google,Latam,10,10.4
2021-11-29,Google,Latam,11,10.72
2021-11-29,Google,Latam,12,11.16
2021-11-29,Google,Latam,13,11.53
2021-11-29,Google,Latam,14,12.58
2021-11-29,Google,Latam,15,13.02
2021-11-29,Google,Latam,16,13.39
2021-11-29,Google,Latam,17,13.82
2021-11-29,Google,Latam,18,14.39
2021-11-29,Google,Latam,19,14.82
2021-11-29,Google,Latam,20,15.26
2021-11-29,Google,Latam,21,15.7
2021-11-29,Google,Latam,22,16.14
2021-11-29,Google,Latam,23,16.58
2021-11-29,Google,Latam,24,16.95
2021-11-29,Google,Latam,25,17.32
2021-11-29,Google,Latam,26,17.68
2021-11-29,Google,Latam,27,18.12
2021-11-29,Google,Latam,28,18.61
2021-11-29,Google,Latam,29,19.05
2021-11-29,Google,Latam,30,19.49
2021-11-29,Google,Latam,31,19.98
2021-11-29,Google,Latam,32,20.35
2021-11-29,Google,Latam,33,20.6
2021-11-29,Google,Latam,34,20.84
2021-11-29,Google,Latam,35,21.16
2021-11-29,Google,Latam,36,21.35
2021-11-29,Google,Latam,37,21.54
2021-11-29,Google,Latam,38,21.86
2021-11-29,Google,Latam,39,22.11
2021-11-29,Google,Latam,40,22.47
2021-11-29,Google,Latam,41,22.72
2021-11-29,Google,Latam,42,22.96
2021-11-29,Google,Latam,43,23.09
2021-11-29,Google,Latam,44,23.4
2021-11-29,Google,Latam,45,23.65
2021-11-29,Google,Latam,46,23.84
2021-11-29,Google,Latam,47,23.96
2021-11-29,Google,Latam,48,24.28
2021-11-29,Google,Latam,49,24.53
2021-11-29,Google,Latam,50,24.84
2021-11-29,Google,Latam,51,24.96
2021-11-29,Google,Latam,52,25.09
2021-11-29,Google,Latam,53,25.28
2021-11-29,Google,Latam,54,25.35
2021-11-29,Google,Latam,55,25.47
2021-11-29,Google,Latam,56,25.6
2021-11-29,Google,Latam,57,25.79
2021-11-29,Google,Latam,58,25.86
2021-11-29,Google,Latam,59,25.98
2021-11-29,Google,Latam,60,26.18
2021-11-29,Google,Latam,61,26.3
2021-11-29,Google,Other,1,2.33
2021-11-29,Google,Other,2,4.25
2021-11-29,Google,Other,3,5.58
2021-11-29,Google,Other,4,6.52
2021-11-29,Google,Other,5,7.67
2021-11-29,Google,Other,6,8.7
2021-11-29,Google,Other,7,9.48
2021-11-29,Google,Other,8,10.14
2021-11-29,Google,Other,9,11.03
2021-11-29,Google,Other,10,11.87
2021-11-29,Google,Other,11,12.45
2021-11-29,Google,Other,12,12.95
2021-11-29,Google,Other,13,13.45
2021-11-29,Google,Other,14,14.1
2021-11-29,Google,Other,15,14.6
2021-11-29,Google,Other,16,15.02
2021-11-29,Google,Other,17,15.38
2021-11-29,Google,Other,18,15.91
2021-11-29,Google,Other,19,16.33
2021-11-29,Google,Other,20,16.83
2021-11-29,Google,Other,21,17.14
2021-11-29,Google,Other,22,17.48
2021-11-29,Google,Other,23,17.81
2021-11-29,Google,Other,24,18.34
2021-11-29,Google,Other,25,18.6
2021-11-29,Google,Other,26,18.85
2021-11-29,Google,Other,27,19.18
2021-11-29,Google,Other,28,19.52
2021-11-29,Google,Other,29,19.74
2021-11-29,Google,Other,30,19.96
2021-11-29,Google,Other,31,20.27
2021-11-29,Google,Other,32,20.52
2021-11-29,Google,Other,33,20.91
2021-11-29,Google,Other,34,21.17
2021-11-29,Google,Other,35,21.43
2021-11-29,Google,Other,36,21.71
2021-11-29,Google,Other,37,22
2021-11-29,Google,Other,38,22.29
2021-11-29,Google,Other,39,22.55
2021-11-29,Google,Other,40,22.87
2021-11-29,Google,Other,41,23.15
2021-11-29,Google,Other,42,23.41
2021-11-29,Google,Other,43,23.67
2021-11-29,Google,Other,44,23.9
2021-11-29,Google,Other,45,24.05
2021-11-29,Google,Other,46,24.16
2021-11-29,Google,Other,47,24.3
2021-11-29,Google,Other,48,24.47
2021-11-29,Google,Other,49,24.61
2021-11-29,Google,Other,50,24.84
2021-11-29,Google,Other,51,25.05
2021-11-29,Google,Other,52,25.28
2021-11-29,Google,Other,53,25.51
2021-11-29,Google,Other,54,25.74
2021-11-29,Google,Other,55,25.97
2021-11-29,Google,Other,56,26.11
2021-11-29,Google,Other,57,26.28
2021-11-29,Google,Other,58,26.42
2021-11-29,Google,Other,59,26.59
2021-11-29,Google,Other,60,26.67
2021-11-29,Google,Other,61,26.79
2021-11-29,Google,Tier1,1,3.09
2021-11-29,Google,Tier1,2,5.24
2021-11-29,Google,Tier1,3,6.93
2021-11-29,Google,Tier1,4,8.32
2021-11-29,Google,Tier1,5,9.63
2021-11-29,Google,Tier1,6,10.8
2021-11-29,Google,Tier1,7,11.78
2021-11-29,Google,Tier1,8,12.68
2021-11-29,Google,Tier1,9,13.48
2021-11-29,Google,Tier1,10,14.29
2021-11-29,Google,Tier1,11,14.97
2021-11-29,Google,Tier1,12,15.65
2021-11-29,Google,Tier1,13,16.29
2021-11-29,Google,Tier1,14,16.97
2021-11-29,Google,Tier1,15,17.65
2021-11-29,Google,Tier1,16,18.3
2021-11-29,Google,Tier1,17,18.88
2021-11-29,Google,Tier1,18,19.37
2021-11-29,Google,Tier1,19,19.96
2021-11-29,Google,Tier1,20,20.4
2021-11-29,Google,Tier1,21,20.87
2021-11-29,Google,Tier1,22,21.35
2021-11-29,Google,Tier1,23,21.92
2021-11-29,Google,Tier1,24,22.41
2021-11-29,Google,Tier1,25,22.95
2021-11-29,Google,Tier1,26,23.42
2021-11-29,Google,Tier1,27,23.86
2021-11-29,Google,Tier1,28,24.48
2021-11-29,Google,Tier1,29,24.96
2021-11-29,Google,Tier1,30,25.45
2021-11-29,Google,Tier1,31,25.89
2021-11-29,Google,Tier1,32,26.32
2021-11-29,Google,Tier1,33,26.76
2021-11-29,Google,Tier1,34,27.24
2021-11-29,Google,Tier1,35,27.65
2021-11-29,Google,Tier1,36,28.14
2021-11-29,Google,Tier1,37,28.57
2021-11-29,Google,Tier1,38,28.92
2021-11-29,Google,Tier1,39,29.26
2021-11-29,Google,Tier1,40,29.62
2021-11-29,Google,Tier1,41,30.06
2021-11-29,Google,Tier1,42,30.41
2021-11-29,Google,Tier1,43,30.74
2021-11-29,Google,Tier1,44,31.02
2021-11-29,Google,Tier1,45,31.33
2021-11-29,Google,Tier1,46,31.69
2021-11-29,Google,Tier1,47,32.01
2021-11-29,Google,Tier1,48,32.32
2021-11-29,Google,Tier1,49,32.65
2021-11-29,Google,Tier1,50,32.96
2021-11-29,Google,Tier1,51,33.29
2021-11-29,Google,Tier1,52,33.54
2021-11-29,Google,Tier1,53,34.53
2021-11-29,Google,Tier1,54,34.8
2021-11-29,Google,Tier1,55,35.12
2021-11-29,Google,Tier1,56,35.42
2021-11-29,Google,Tier1,57,35.7
2021-11-29,Google,Tier1,58,35.95
2021-11-29,Google,Tier1,59,36.18
2021-11-29,Google,Tier1,60,36.47
2021-11-29,Google,Tier1,61,36.71
2021-11-29,Google,US,1,2.89
2021-11-29,Google,US,2,5.12
2021-11-29,Google,US,3,6.84
2021-11-29,Google,US,4,8.27
2021-11-29,Google,US,5,9.64
2021-11-29,Google,US,6,10.91
2021-11-29,Google,US,7,11.98
2021-11-29,Google,US,8,12.96
2021-11-29,Google,US,9,13.94
2021-11-29,Google,US,10,14.94
2021-11-29,Google,US,11,15.83
2021-11-29,Google,US,12,16.61
2021-11-29,Google,US,13,17.36
2021-11-29,Google,US,14,18.23
2021-11-29,Google,US,15,18.92
2021-11-29,Google,US,16,19.58
2021-11-29,Google,US,17,20.23
2021-11-29,Google,US,18,20.97
2021-11-29,Google,US,19,21.57
2021-11-29,Google,US,20,22.13
2021-11-29,Google,US,21,22.68
2021-11-29,Google,US,22,23.26
2021-11-29,Google,US,23,23.87
2021-11-29,Google,US,24,24.38
2021-11-29,Google,US,25,24.86
2021-11-29,Google,US,26,25.36
2021-11-29,Google,US,27,25.9
2021-11-29,Google,US,28,26.37
2021-11-29,Google,US,29,26.79
2021-11-29,Google,US,30,27.2
2021-11-29,Google,US,31,27.71
2021-11-29,Google,US,32,28.16
2021-11-29,Google,US,33,28.56
2021-11-29,Google,US,34,28.94
2021-11-29,Google,US,35,29.35
2021-11-29,Google,US,36,29.75
2021-11-29,Google,US,37,30.12
2021-11-29,Google,US,38,30.45
2021-11-29,Google,US,39,30.79
2021-11-29,Google,US,40,31.19
2021-11-29,Google,US,41,31.51
2021-11-29,Google,US,42,31.82
2021-11-29,Google,US,43,32.13
2021-11-29,Google,US,44,32.49
2021-11-29,Google,US,45,32.85
2021-11-29,Google,US,46,33.14
2021-11-29,Google,US,47,33.46
2021-11-29,Google,US,48,33.79
2021-11-29,Google,US,49,34.12
2021-11-29,Google,US,50,34.42
2021-11-29,Google,US,51,34.71
2021-11-29,Google,US,52,35
2021-11-29,Google,US,53,35.88
2021-11-29,Google,US,54,36.21
2021-11-29,Google,US,55,36.48
2021-11-29,Google,US,56,36.76
2021-11-29,Google,US,57,37.03
2021-11-29,Google,US,58,37.36
2021-11-29,Google,US,59,37.62
2021-11-29,Google,US,60,37.88
2021-11-29,Google,US,61,38.17
2021-11-29,Organic,Arab,1,0.75
2021-11-29,Organic,Arab,2,2.5
2021-11-29,Organic,Arab,3,4.25
2021-11-29,Organic,Arab,4,6
2021-11-29,Organic,Arab,5,7.75
2021-11-29,Organic,Arab,6,9.5
2021-11-29,Organic,Arab,14,10.5
2021-11-29,Organic,Arab,15,11.5
2021-11-29,Organic,Arab,23,12.5
2021-11-29,Organic,Arab,24,13.5
2021-11-29,Organic,Arab,32,14.5
2021-11-29,Organic,Arab,33,16.25
2021-11-29,Organic,Asia,1,0
2021-11-29,Organic,Asia,2,4
2021-11-29,Organic,BR,1,2
2021-11-29,Organic,BR,2,4.29
2021-11-29,Organic,BR,3,5.79
2021-11-29,Organic,BR,4,7.29
2021-11-29,Organic,BR,5,10.79
2021-11-29,Organic,BR,6,12.57
2021-11-29,Organic,BR,7,13.86
2021-11-29,Organic,BR,8,14.36
2021-11-29,Organic,BR,9,14.64
2021-11-29,Organic,BR,10,15.64
2021-11-29,Organic,BR,11,16.14
2021-11-29,Organic,BR,12,16.43
2021-11-29,Organic,BR,13,16.93
2021-11-29,Organic,BR,14,17.71
2021-11-29,Organic,BR,15,18
2021-11-29,Organic,BR,16,18.29
2021-11-29,Organic,BR,17,18.57
2021-11-29,Organic,BR,18,18.86
2021-11-29,Organic,BR,19,19.64
2021-11-29,Organic,BR,20,19.93
2021-11-29,Organic,BR,21,20.21
2021-11-29,Organic,BR,22,20.5
2021-11-29,Organic,BR,23,20.79
2021-11-29,Organic,BR,24,21.29
2021-11-29,Organic,BR,25,21.57
2021-11-29,Organic,BR,26,22.07
2021-11-29,Organic,BR,27,22.36
2021-11-29,Organic,BR,28,22.64
2021-11-29,Organic,BR,29,22.93
2021-11-29,Organic,BR,30,23.21
2021-11-29,Organic,BR,31,23.5
2021-11-29,Organic,BR,32,23.79
2021-11-29,Organic,BR,33,24.07
2021-11-29,Organic,BR,34,24.36
2021-11-29,Organic,BR,35,24.64
2021-11-29,Organic,BR,36,24.93
2021-11-29,Organic,BR,37,25.21
2021-11-29,Organic,BR,38,25.5
2021-11-29,Organic,BR,39,25.79
2021-11-29,Organic,BR,40,26.07
2021-11-29,Organic,BR,41,26.36
2021-11-29,Organic,BR,59,28.36
2021-11-29,Organic,Europe,1,3.65
2021-11-29,Organic,Europe,2,5.61
2021-11-29,Organic,Europe,3,6.7
2021-11-29,Organic,Europe,4,7.48
2021-11-29,Organic,Europe,5,8.39
2021-11-29,Organic,Europe,6,9.3
2021-11-29,Organic,Europe,7,10.09
2021-11-29,Organic,Europe,8,10.7
2021-11-29,Organic,Europe,9,11.3
2021-11-29,Organic,Europe,10,12.39
2021-11-29,Organic,Europe,11,13.17
2021-11-29,Organic,Europe,12,13.96
2021-11-29,Organic,Europe,13,15.65
2021-11-29,Organic,Europe,14,16.43
2021-11-29,Organic,Europe,15,16.61
2021-11-29,Organic,Europe,16,16.78
2021-11-29,Organic,Europe,17,16.96
2021-11-29,Organic,Europe,18,17.43
2021-11-29,Organic,Europe,19,17.61
2021-11-29,Organic,Europe,20,17.78
2021-11-29,Organic,Europe,21,17.96
2021-11-29,Organic,Europe,22,18.43
2021-11-29,Organic,Europe,27,18.74
2021-11-29,Organic,Europe,31,19.04
2021-11-29,Organic,Europe,36,19.35
2021-11-29,Organic,Europe,40,19.65
2021-11-29,Organic,Europe,44,19.96
2021-11-29,Organic,Europe,49,20.26
2021-11-29,Organic,Europe,53,20.57
2021-11-29,Organic,Europe,56,20.74
2021-11-29,Organic,Europe,57,21.04
2021-11-29,Organic,Latam,1,1.75
2021-11-29,Organic,Latam,2,4.08
2021-11-29,Organic,Latam,3,5.58
2021-11-29,Organic,Latam,4,7.33
2021-11-29,Organic,Latam,5,8.5
2021-11-29,Organic,Latam,6,8.83
2021-11-29,Organic,Latam,9,9.17
2021-11-29,Organic,Latam,13,9.5
2021-11-29,Organic,Latam,14,9.83
2021-11-29,Organic,Latam,47,12.17
2021-11-29,Organic,Other,1,2.25
2021-11-29,Organic,Other,2,4.27
2021-11-29,Organic,Other,3,5.71
2021-11-29,Organic,Other,4,6.56
2021-11-29,Organic,Other,5,7.56
2021-11-29,Organic,Other,6,8.35
2021-11-29,Organic,Other,7,9.21
2021-11-29,Organic,Other,8,9.85
2021-11-29,Organic,Other,9,10.56
2021-11-29,Organic,Other,10,11.42
2021-11-29,Organic,Other,11,11.98
2021-11-29,Organic,Other,12,12.54
2021-11-29,Organic,Other,13,13.04
2021-11-29,Organic,Other,14,13.6
2021-11-29,Organic,Other,15,14.02
2021-11-29,Organic,Other,16,14.4
2021-11-29,Organic,Other,17,14.77
2021-11-29,Organic,Other,18,15.33
2021-11-29,Organic,Other,19,15.75
2021-11-29,Organic,Other,20,16.1
2021-11-29,Organic,Other,21,16.38
2021-11-29,Organic,Other,22,16.88
2021-11-29,Organic,Other,23,17.29
2021-11-29,Organic,Other,24,17.56
2021-11-29,Organic,Other,25,17.83
2021-11-29,Organic,Other,26,18.19
2021-11-29,Organic,Other,27,18.69
2021-11-29,Organic,Other,28,19.1
2021-11-29,Organic,Other,29,19.6
2021-11-29,Organic,Other,30,19.88
2021-11-29,Organic,Other,31,20.44
2021-11-29,Organic,Other,32,20.88
2021-11-29,Organic,Other,33,21.29
2021-11-29,Organic,Other,34,21.65
2021-11-29,Organic,Other,35,22.15
2021-11-29,Organic,Other,36,22.44
2021-11-29,Organic,Other,37,22.81
2021-11-29,Organic,Other,38,23.23
2021-11-29,Organic,Other,39,23.58
2021-11-29,Organic,Other,40,24
2021-11-29,Organic,Other,41,24.15
2021-11-29,Organic,Other,42,24.38
2021-11-29,Organic,Other,43,24.6
2021-11-29,Organic,Other,44,25.02
2021-11-29,Organic,Other,45,25.25
2021-11-29,Organic,Other,46,25.48
2021-11-29,Organic,Other,47,25.83
2021-11-29,Organic,Other,48,26.19
2021-11-29,Organic,Other,49,26.71
2021-11-29,Organic,Other,50,27
2021-11-29,Organic,Other,51,27.29
2021-11-29,Organic,Other,52,27.52
2021-11-29,Organic,Other,53,28.38
2021-11-29,Organic,Other,54,28.88
2021-11-29,Organic,Other,55,29.15
2021-11-29,Organic,Other,56,29.38
2021-11-29,Organic,Other,57,29.6
2021-11-29,Organic,Other,58,29.83
2021-11-29,Organic,Other,59,30.21
2021-11-29,Organic,Other,60,30.5
2021-11-29,Organic,Other,61,30.85
2021-11-29,Organic,RU,1,1.69
2021-11-29,Organic,RU,2,2.48
2021-11-29,Organic,RU,3,3.24
2021-11-29,Organic,RU,4,3.97
2021-11-29,Organic,RU,5,4.53
2021-11-29,Organic,RU,6,5.17
2021-11-29,Organic,RU,7,5.78
2021-11-29,Organic,RU,8,6.34
2021-11-29,Organic,RU,9,6.98
2021-11-29,Organic,RU,10,7.47
2021-11-29,Organic,RU,11,7.98
2021-11-29,Organic,RU,12,8.72
2021-11-29,Organic,RU,13,9.03
2021-11-29,Organic,RU,14,9.34
2021-11-29,Organic,RU,15,9.53
2021-11-29,Organic,RU,16,9.62
2021-11-29,Organic,RU,17,9.71
2021-11-29,Organic,RU,18,9.78
2021-11-29,Organic,RU,19,9.84
2021-11-29,Organic,RU,20,9.91
2021-11-29,Organic,RU,21,10.02
2021-11-29,Organic,RU,22,10.1
2021-11-29,Organic,RU,23,10.17
2021-11-29,Organic,RU,24,10.21
2021-11-29,Organic,RU,25,10.24
2021-11-29,Organic,RU,26,10.28
2021-11-29,Organic,RU,28,10.36
2021-11-29,Organic,RU,29,10.45
2021-11-29,Organic,RU,30,10.52
2021-11-29,Organic,RU,31,10.55
2021-11-29,Organic,RU,32,10.64
2021-11-29,Organic,RU,33,10.71
2021-11-29,Organic,RU,34,10.74
2021-11-29,Organic,RU,35,10.78
2021-11-29,Organic,RU,36,10.81
2021-11-29,Organic,RU,37,10.84
2021-11-29,Organic,RU,38,10.88
2021-11-29,Organic,RU,39,10.91
2021-11-29,Organic,RU,40,10.95
2021-11-29,Organic,RU,41,10.98
2021-11-29,Organic,RU,42,11.02
2021-11-29,Organic,RU,45,11.05
2021-11-29,Organic,RU,46,11.09
2021-11-29,Organic,RU,47,11.12
2021-11-29,Organic,RU,48,11.16
2021-11-29,Organic,RU,49,11.19
2021-11-29,Organic,RU,50,11.22
2021-11-29,Organic,RU,51,11.29
2021-11-29,Organic,RU,52,11.33
2021-11-29,Organic,RU,54,11.36
2021-11-29,Organic,RU,55,11.4
2021-11-29,Organic,Tier1,1,2.79
2021-11-29,Organic,Tier1,2,4.23
2021-11-29,Organic,Tier1,3,5.41
2021-11-29,Organic,Tier1,4,6.59
2021-11-29,Organic,Tier1,5,8.21
2021-11-29,Organic,Tier1,6,9.03
2021-11-29,Organic,Tier1,7,9.92
2021-11-29,Organic,Tier1,8,10.74
2021-11-29,Organic,Tier1,9,11.46
2021-11-29,Organic,Tier1,10,12.18
2021-11-29,Organic,Tier1,11,12.9
2021-11-29,Organic,Tier1,12,13.36
2021-11-29,Organic,Tier1,13,13.82
2021-11-29,Organic,Tier1,14,14.36
2021-11-29,Organic,Tier1,15,14.9
2021-11-29,Organic,Tier1,16,15.36
2021-11-29,Organic,Tier1,17,15.72
2021-11-29,Organic,Tier1,18,16
2021-11-29,Organic,Tier1,19,16.36
2021-11-29,Organic,Tier1,20,16.82
2021-11-29,Organic,Tier1,21,17.28
2021-11-29,Organic,Tier1,22,17.82
2021-11-29,Organic,Tier1,23,18.36
2021-11-29,Organic,Tier1,24,18.72
2021-11-29,Organic,Tier1,25,19.18
2021-11-29,Organic,Tier1,26,19.54
2021-11-29,Organic,Tier1,27,19.82
2021-11-29,Organic,Tier1,28,20.18
2021-11-29,Organic,Tier1,29,20.54
2021-11-29,Organic,Tier1,30,20.9
2021-11-29,Organic,Tier1,31,21.28
2021-11-29,Organic,Tier1,32,21.67
2021-11-29,Organic,Tier1,33,22.05
2021-11-29,Organic,Tier1,34,22.44
2021-11-29,Organic,Tier1,35,22.79
2021-11-29,Organic,Tier1,36,23.15
2021-11-29,Organic,Tier1,37,23.62
2021-11-29,Organic,Tier1,38,23.97
2021-11-29,Organic,Tier1,39,24.26
2021-11-29,Organic,Tier1,40,24.54
2021-11-29,Organic,Tier1,41,24.82
2021-11-29,Organic,Tier1,42,25.1
2021-11-29,Organic,Tier1,43,25.38
2021-11-29,Organic,Tier1,44,25.67
2021-11-29,Organic,Tier1,45,25.95
2021-11-29,Organic,Tier1,46,26.31
2021-11-29,Organic,Tier1,47,26.59
2021-11-29,Organic,Tier1,48,26.87
2021-11-29,Organic,Tier1,49,27.15
2021-11-29,Organic,Tier1,50,27.44
2021-11-29,Organic,Tier1,51,27.72
2021-11-29,Organic,Tier1,52,28
2021-11-29,Organic,Tier1,53,29
2021-11-29,Organic,Tier1,54,29.36
2021-11-29,Organic,Tier1,55,29.72
2021-11-29,Organic,Tier1,56,30.08
2021-11-29,Organic,Tier1,57,30.36
2021-11-29,Organic,Tier1,58,30.64
2021-11-29,Organic,Tier1,59,30.92
2021-11-29,Organic,Tier1,60,31.21
2021-11-29,Organic,Tier1,61,31.49
2021-11-29,Organic,US,1,2.72
2021-11-29,Organic,US,2,4.65
2021-11-29,Organic,US,3,6.23
2021-11-29,Organic,US,4,7.75
2021-11-29,Organic,US,5,9.26
2021-11-29,Organic,US,6,10.47
2021-11-29,Organic,US,7,11.53
2021-11-29,Organic,US,8,12.44
2021-11-29,Organic,US,9,13.37
2021-11-29,Organic,US,10,14.24
2021-11-29,Organic,US,11,15.05
2021-11-29,Organic,US,12,15.77
2021-11-29,Organic,US,13,16.54
2021-11-29,Organic,US,14,17.4
2021-11-29,Organic,US,15,18.16
2021-11-29,Organic,US,16,18.89
2021-11-29,Organic,US,17,19.68
2021-11-29,Organic,US,18,20.43
2021-11-29,Organic,US,19,21.2
2021-11-29,Organic,US,20,22.04
2021-11-29,Organic,US,21,22.62
2021-11-29,Organic,US,22,23.24
2021-11-29,Organic,US,23,23.84
2021-11-29,Organic,US,24,24.44
2021-11-29,Organic,US,25,25.02
2021-11-29,Organic,US,26,25.57
2021-11-29,Organic,US,27,26.22
2021-11-29,Organic,US,28,26.79
2021-11-29,Organic,US,29,27.48
2021-11-29,Organic,US,30,27.97
2021-11-29,Organic,US,31,28.61
2021-11-29,Organic,US,32,29.11
2021-11-29,Organic,US,33,29.77
2021-11-29,Organic,US,34,30.21
2021-11-29,Organic,US,35,30.77
2021-11-29,Organic,US,36,31.19
2021-11-29,Organic,US,37,31.6
2021-11-29,Organic,US,38,31.97
2021-11-29,Organic,US,39,32.33
2021-11-29,Organic,US,40,32.69
2021-11-29,Organic,US,41,32.99
2021-11-29,Organic,US,42,33.36
2021-11-29,Organic,US,43,33.66
2021-11-29,Organic,US,44,34.03
2021-11-29,Organic,US,45,34.35
2021-11-29,Organic,US,46,34.68
2021-11-29,Organic,US,47,34.95
2021-11-29,Organic,US,48,35.27
2021-11-29,Organic,US,49,35.6
2021-11-29,Organic,US,50,35.91
2021-11-29,Organic,US,51,36.3
2021-11-29,Organic,US,52,36.55
2021-11-29,Organic,US,53,37.44
2021-11-29,Organic,US,54,37.81
2021-11-29,Organic,US,55,38.16
2021-11-29,Organic,US,56,38.4
2021-11-29,Organic,US,57,38.8
2021-11-29,Organic,US,58,39.07
2021-11-29,Organic,US,59,39.29
2021-11-29,Organic,US,60,39.52
2021-11-29,Organic,US,61,39.76
2021-12-06,Google,Arab,1,2.07
2021-12-06,Google,Arab,2,4.14
2021-12-06,Google,Arab,3,5.41
2021-12-06,Google,Arab,4,6.77
2021-12-06,Google,Arab,5,7.66
2021-12-06,Google,Arab,6,8.7
2021-12-06,Google,Arab,7,9.5
2021-12-06,Google,Arab,8,10.39
2021-12-06,Google,Arab,9,11.11
2021-12-06,Google,Arab,10,11.91
2021-12-06,Google,Arab,11,12.64
2021-12-06,Google,Arab,12,13.43
2021-12-06,Google,Arab,13,14
2021-12-06,Google,Arab,14,14.57
2021-12-06,Google,Arab,15,15.3
2021-12-06,Google,Arab,16,16.02
2021-12-06,Google,Arab,17,16.75
2021-12-06,Google,Arab,18,17.32
2021-12-06,Google,Arab,19,17.89
2021-12-06,Google,Arab,20,18.2
2021-12-06,Google,Arab,21,18.77
2021-12-06,Google,Arab,22,19.34
2021-12-06,Google,Arab,23,19.91
2021-12-06,Google,Arab,24,20.55
2021-12-06,Google,Arab,25,21.27
2021-12-06,Google,Arab,26,21.91
2021-12-06,Google,Arab,27,22.39
2021-12-06,Google,Arab,28,22.95
2021-12-06,Google,Arab,29,23.43
2021-12-06,Google,Arab,30,23.91
2021-12-06,Google,Arab,31,24.48
2021-12-06,Google,Arab,32,25.05
2021-12-06,Google,Arab,33,25.61
2021-12-06,Google,Arab,34,26.18
2021-12-06,Google,Arab,35,26.82
2021-12-06,Google,Arab,36,27.3
2021-12-06,Google,Arab,37,27.86
2021-12-06,Google,Arab,38,28.43
2021-12-06,Google,Arab,39,29
2021-12-06,Google,Arab,40,29.57
2021-12-06,Google,Arab,41,30.05
2021-12-06,Google,Arab,42,30.45
2021-12-06,Google,Arab,43,30.93
2021-12-06,Google,Arab,44,31.34
2021-12-06,Google,Arab,45,31.66
2021-12-06,Google,Arab,46,31.98
2021-12-06,Google,Arab,47,32.23
2021-12-06,Google,Arab,48,32.48
2021-12-06,Google,Arab,49,32.73
2021-12-06,Google,Arab,50,32.98
2021-12-06,Google,Arab,51,33.23
2021-12-06,Google,Arab,52,33.39
2021-12-06,Google,Arab,53,34.18
2021-12-06,Google,Arab,54,34.34
2021-12-06,Google,Arab,55,34.5
2021-12-06,Google,Arab,56,34.66
2021-12-06,Google,Arab,57,34.91
2021-12-06,Google,Arab,58,35.07
2021-12-06,Google,Arab,59,35.23
2021-12-06,Google,Arab,60,35.39
2021-12-06,Google,Asia,1,2.5
2021-12-06,Google,Asia,2,4.79
2021-12-06,Google,Asia,3,6.57
2021-12-06,Google,Asia,4,7.57
2021-12-06,Google,Asia,5,8.36
2021-12-06,Google,Asia,6,9.14
2021-12-06,Google,Asia,7,9.64
2021-12-06,Google,Asia,8,9.93
2021-12-06,Google,Asia,9,10.71
2021-12-06,Google,Asia,10,11
